Date,Store,Dept,Weekly_Sales,Type,Size,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Year,Month,Week,Promotional_Discount
2019-02-05,5,58,860.0,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,5,59,66.01,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,5,44,917.45,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,6,5,41607.89,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,6,8301.2,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,7,23567.81,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,29,9397.08,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,30,5952.4,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,31,2662.0,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,5,24,1520.0,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,6,32,13871.9,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,33,9161.01,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,34,19745.03,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,35,4091.0,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,36,108.0,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,8,98,6343.12,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,6,18,5256.3,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,20,9803.81,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,9,22,5086.27,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,4,97,38214.05,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,9,23,9979.56,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,7,11270.52,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,6,2314.75,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,5,20476.63,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,4,17483.9,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,8,81,11781.08,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,82,16228.37,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,83,2015.98,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,85,2650.19,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,87,18626.0,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,5,2,11955.45,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,8,90,40125.2,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,91,33565.15,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,9,24,2531.06,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,8,92,62183.21,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,94,23358.61,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,95,60454.44,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,9,21,4335.93,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,6,19,3707.61,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,9,20,2132.74,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,18,3972.24,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,6,21,11793.23,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,22,23716.37,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,23,29660.17,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,5,25,2516.0,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,6,24,8532.4,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,17,20550.99,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,9,8,21573.69,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,9,7245.32,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,10,11502.28,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,11,12275.17,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,12,5874.81,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,4,98,12899.52,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,9,13,24409.97,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,14,7177.15,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,16,3859.87,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,17,4923.52,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,9,19,1441.38,B,125833,38.01,2.572,214.6554591,6.415,No,2019,2,1,8531.491384383251
2019-02-05,8,16,2955.93,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,17,9477.43,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,3,51,7.74,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,20,34,25206.5,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,44,10130.02,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,46,33577.09,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,48,841.0,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,49,23494.81,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,3,47,10.0,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,20,50,3720.0,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,51,24.0,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,52,2860.91,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,54,551.0,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,45,7.52,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,19,93,36740.43,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,91,70536.47,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,10,24525.54,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,11,21710.43,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,12,5089.54,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,13,38597.52,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,20,42,7708.73,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,19,14,17590.59,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,20,41,1193.96,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,3,52,884.73,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,20,74,26726.1,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,79,54130.89,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,80,43867.45,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,81,33205.52,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,82,25584.17,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,83,8439.65,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,3,44,1771.82,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,20,85,3733.18,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,87,51422.64,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,59,1587.89,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,58,5320.0,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,56,1890.5,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,55,32362.95,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,36,2559.5,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,37,4890.13,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,71,20512.14,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,19,16,4929.87,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,3,81,1159.71,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,3,85,616.3,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,18,97,4767.66,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,19,1,21500.58,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,2,52144.5,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,3,18215.03,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,4,31589.44,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,5,36887.69,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,6,6771.64,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,18,95,61271.59,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,19,28,1232.07,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,29,7034.26,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,30,5740.07,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,56,1644.2,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,58,5638.0,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,59,1026.24,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,60,783.2,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,3,71,1636.73,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,19,67,14243.49,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,71,9935.22,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,18,93,896.12,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,19,17,20578.79,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,3,79,8342.99,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,18,91,11254.61,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,19,18,3953.7,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,20,6261.35,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,21,7638.42,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,22,12478.0,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,23,25160.36,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,24,6099.86,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,25,10577.7,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,26,7043.39,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,27,3303.98,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,9,12355.07,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,8,48449.43,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,3,82,5949.29,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,19,7,22299.98,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,18,82,12587.97,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,3,87,1768.81,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,18,83,410.0,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,18,85,1568.18,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,18,87,17844.39,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,18,90,18411.76,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,18,92,50069.98,B,120653,21.33,2.788,131.5279032,9.202,No,2019,2,1,15597.17541281007
2019-02-05,20,67,19251.67,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,3,45,4.5,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,3,46,6504.28,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,8,19,1802.07,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,20,3816.23,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,5,7,4401.08,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,8,21,7032.86,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,22,8981.78,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,23,15034.2,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
